mLL ptLL dPhi_LL dPhiLLmet MET mt goodjet_n goodbjet_n Lepton1_Pt Lepton1_Eta Lepton1_E Lepton1_Phi Lepton1_charge Lepton1_type Lepton2_Pt Lepton2_Eta Lepton2_E Lepton2_Phi Lepton2_charge Lepton2_type weight
27.3643 76.6611 0.702279 3.00984 102.002 176.473 0 0 53.7949 0.791665 71.5514 2.83505 -1 11 27.2676 0.599085 32.309 2.13277 1 13 1.134
48.8513 89.8925 0.548477 3.07677 57.8491 144.149 0 0 64.0555 1.81699 202.282 -0.208416 -1 11 28.7983 0.854441 39.9661 0.340061 1 13 1.05473
14.5016 71.2072 0.412675 2.63223 43.331 107.511 1 0 45.8038 -0.386962 49.2762 -0.0878965 -1 11 26.8381 -0.330854 28.3207 -0.500572 1 13 0.663179
19.1501 85.906 0.418195 2.92324 25.7982 93.593 1 0 58.6862 -2.16853 259.972 -0.727983 1 13 28.9049 -2.37749 157.107 -1.14618 -1 11 0.327455
25.7429 73.699 0.168167 2.80918 70.5693 142.247 1 0 42.4458 1.26729 81.3432 -1.21058 1 11 31.5087 1.93821 111.702 -1.37875 -1 13 1.11056
41.2262 78.3776 0.926255 3.06359 80.8814 159.118 0 0 46.1337 -0.129725 46.5224 -2.08642 -1 11 41.441 0.170221 42.043 -3.01267 1 13 1.18651
46.5338 116.671 0.224388 1.82874 59.3536 131.843 1 0 69.874 0.369767 74.7056 2.11832 -1 13 47.5081 1.1275 81.0434 1.89393 1 11 1.22616
54.0095 108.961 0.849824 2.77205 57.5934 155.739 1 0 87.2488 -1.01205 135.878 0.875394 1 13 29.4537 -0.349448 31.2704 0.0255697 -1 11 1.2271
41.597 43.2899 1.53101 1.8887 57.5709 80.8856 1 0 31.6729 -0.558819 36.7483 -1.81169 1 11 28.2771 -0.451609 31.2102 -0.280682 -1 13 1.66587
37.821 97.9398 0.0521886 2.46046 82.715 169.673 0 0 75.2262 -1.07225 122.776 2.47085 1 11 22.7373 -1.95618 82.0099 2.41866 -1 13 0.875872
51.4869 75.2281 0.533045 2.37389 88.8016 151.571 1 0 55.1748 1.44114 123.1 -1.06521 1 13 22.288 0.160086 22.5742 -1.59826 -1 11 0.48942
42.5285 93.7849 0.613742 2.64247 70.6361 157.74 0 0 54.5017 0.438756 59.8324 -2.33946 1 11 43.821 -0.177761 44.5153 -1.72572 -1 13 0.386476
42.6821 53.8025 0.762837 2.50928 81.5231 125.891 0 0 33.4395 -1.29992 65.9019 -3.01337 1 13 24.4157 -0.0816525 24.4971 -2.25053 -1 11 0.568292
47.6555 71.5116 1.17454 3.12999 96.2644 165.937 0 0 56.2491 0.355255 59.8361 0.0369237 1 11 27.4961 -0.130165 27.7296 -1.13761 -1 13 0.702913
